CMDLINE C:\Users\drako\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 137.199219 1712987042.8384
MEM 137.199219 1712987042.9390
MEM 137.199219 1712987043.0395
MEM 137.199219 1712987043.1401
MEM 137.199219 1712987043.2408
MEM 137.199219 1712987043.3412
MEM 137.199219 1712987043.4420
MEM 137.199219 1712987043.5424
MEM 137.199219 1712987043.6428
MEM 137.199219 1712987043.7432
MEM 137.199219 1712987043.8436
MEM 137.199219 1712987043.9444
MEM 137.199219 1712987044.0451
MEM 137.199219 1712987044.1454
MEM 137.199219 1712987044.2458
MEM 137.199219 1712987044.3461
MEM 137.199219 1712987044.4465
MEM 137.199219 1712987044.5472
MEM 137.199219 1712987044.6476
MEM 137.199219 1712987044.7483
MEM 137.199219 1712987044.8490
MEM 137.199219 1712987044.9496
MEM 137.199219 1712987045.0501
MEM 137.199219 1712987045.1509
MEM 137.199219 1712987045.2511
MEM 137.199219 1712987045.3514
MEM 137.199219 1712987045.4520
MEM 137.199219 1712987045.5527
MEM 137.199219 1712987045.6533
MEM 137.199219 1712987045.7539
MEM 137.199219 1712987045.8547
MEM 137.199219 1712987045.9551
MEM 137.199219 1712987046.0557
MEM 137.199219 1712987046.1564
MEM 137.199219 1712987046.2570
MEM 137.199219 1712987046.3574
MEM 137.199219 1712987046.4580
MEM 137.199219 1712987046.5585
MEM 137.199219 1712987046.6591
MEM 137.199219 1712987046.7594
MEM 137.199219 1712987046.8599
MEM 137.199219 1712987046.9605
MEM 137.199219 1712987047.0611
MEM 137.199219 1712987047.1618
MEM 137.199219 1712987047.2622
MEM 137.199219 1712987047.3624
MEM 137.199219 1712987047.4629
MEM 137.199219 1712987047.5636
MEM 137.199219 1712987047.6639
MEM 137.199219 1712987047.7642
MEM 137.199219 1712987047.8647
MEM 137.199219 1712987047.9653
MEM 137.199219 1712987048.0655
MEM 137.199219 1712987048.1660
MEM 137.199219 1712987048.2662
MEM 137.199219 1712987048.3664
MEM 137.199219 1712987048.4672
MEM 137.199219 1712987048.5677
MEM 137.199219 1712987048.6683
MEM 137.199219 1712987048.7690
MEM 137.199219 1712987048.8696
MEM 137.199219 1712987048.9699
MEM 137.199219 1712987049.0704
MEM 137.199219 1712987049.1709
MEM 137.199219 1712987049.2713
MEM 137.199219 1712987049.3715
MEM 137.199219 1712987049.4720
MEM 137.199219 1712987049.5726
MEM 137.199219 1712987049.6730
MEM 137.199219 1712987049.7736
MEM 137.199219 1712987049.8740
MEM 137.199219 1712987049.9746
MEM 137.199219 1712987050.0754
MEM 137.199219 1712987050.1761
MEM 137.199219 1712987050.2764
MEM 137.199219 1712987050.3769
MEM 137.199219 1712987050.4772
MEM 137.199219 1712987050.5775
MEM 137.199219 1712987050.6781
MEM 137.199219 1712987050.7786
MEM 137.199219 1712987050.8792
MEM 137.199219 1712987050.9798
MEM 137.199219 1712987051.0804
MEM 137.199219 1712987051.1814
MEM 137.199219 1712987051.2820
MEM 137.199219 1712987051.3827
MEM 137.199219 1712987051.4831
MEM 137.199219 1712987051.5835
MEM 137.199219 1712987051.6844
MEM 137.199219 1712987051.7850
MEM 137.199219 1712987051.8855
MEM 137.199219 1712987051.9862
MEM 137.199219 1712987052.0867
MEM 137.199219 1712987052.1874
MEM 137.199219 1712987052.2881
MEM 137.199219 1712987052.3887
MEM 137.199219 1712987052.4889
MEM 137.199219 1712987052.5894
MEM 137.199219 1712987052.6898
MEM 137.261719 1712987052.7904
MEM 137.261719 1712987052.8910
MEM 137.261719 1712987052.9912
MEM 137.261719 1712987053.0918
MEM 137.261719 1712987053.1926
MEM 137.261719 1712987053.2928
MEM 137.261719 1712987053.3932
MEM 137.261719 1712987053.4938
MEM 137.261719 1712987053.5943
MEM 137.261719 1712987053.6949
MEM 137.261719 1712987053.7952
MEM 137.261719 1712987053.8957
MEM 137.261719 1712987053.9964
MEM 137.261719 1712987054.0970
MEM 137.261719 1712987054.1976
MEM 137.261719 1712987054.2981
MEM 137.261719 1712987054.3985
MEM 137.261719 1712987054.4990
MEM 137.261719 1712987054.5995
MEM 137.261719 1712987054.7000
MEM 137.261719 1712987054.8005
MEM 137.261719 1712987054.9012
MEM 137.261719 1712987055.0016
MEM 137.261719 1712987055.1018
MEM 137.261719 1712987055.2024
MEM 137.261719 1712987055.3038
MEM 137.261719 1712987055.4043
MEM 137.261719 1712987055.5048
MEM 137.261719 1712987055.6054
MEM 137.261719 1712987055.7060
MEM 137.261719 1712987055.8069
MEM 137.261719 1712987055.9072
MEM 137.261719 1712987056.0076
MEM 137.261719 1712987056.1083
MEM 137.261719 1712987056.2088
MEM 137.261719 1712987056.3096
MEM 137.261719 1712987056.4099
MEM 137.261719 1712987056.5106
MEM 137.261719 1712987056.6113
MEM 137.261719 1712987056.7117
MEM 137.261719 1712987056.8121
MEM 137.261719 1712987056.9127
MEM 137.261719 1712987057.0135
MEM 137.261719 1712987057.1139
MEM 137.261719 1712987057.2143
MEM 137.261719 1712987057.3148
MEM 137.261719 1712987057.4155
MEM 137.261719 1712987057.5159
MEM 137.261719 1712987057.6164
MEM 137.261719 1712987057.7169
MEM 137.261719 1712987057.8175
MEM 137.261719 1712987057.9180
MEM 137.261719 1712987058.0184
MEM 137.261719 1712987058.1190
MEM 137.261719 1712987058.2195
MEM 137.261719 1712987058.3197
MEM 137.261719 1712987058.4204
MEM 137.261719 1712987058.5208
MEM 137.261719 1712987058.6212
MEM 137.261719 1712987058.7218
MEM 137.261719 1712987058.8223
MEM 137.261719 1712987058.9227
MEM 137.261719 1712987059.0230
MEM 137.261719 1712987059.1234
MEM 137.261719 1712987059.2241
MEM 137.261719 1712987059.3245
MEM 137.261719 1712987059.4249
MEM 137.261719 1712987059.5256
MEM 137.261719 1712987059.6261
MEM 137.261719 1712987059.7266
MEM 137.261719 1712987059.8270
MEM 137.261719 1712987059.9275
MEM 137.261719 1712987060.0282
MEM 137.261719 1712987060.1284
MEM 137.261719 1712987060.2291
MEM 137.261719 1712987060.3297
MEM 137.261719 1712987060.4302
MEM 137.261719 1712987060.5311
MEM 137.261719 1712987060.6316
MEM 137.261719 1712987060.7320
MEM 137.261719 1712987060.8329
MEM 137.261719 1712987060.9334
MEM 137.261719 1712987061.0338
MEM 137.261719 1712987061.1343
MEM 137.261719 1712987061.2351
MEM 137.261719 1712987061.3354
MEM 137.261719 1712987061.4358
MEM 137.261719 1712987061.5361
MEM 137.261719 1712987061.6365
MEM 137.261719 1712987061.7369
MEM 137.261719 1712987061.8373
MEM 137.261719 1712987061.9377
MEM 137.261719 1712987062.0381
MEM 137.261719 1712987062.1387
MEM 137.261719 1712987062.2394
MEM 137.261719 1712987062.3401
MEM 137.261719 1712987062.4406
MEM 137.261719 1712987062.5414
MEM 137.261719 1712987062.6420
MEM 137.261719 1712987062.7426
MEM 137.261719 1712987062.8432
MEM 137.261719 1712987062.9437
MEM 137.261719 1712987063.0444
MEM 137.261719 1712987063.1449
MEM 137.261719 1712987063.2455
MEM 137.261719 1712987063.3457
MEM 137.261719 1712987063.4462
MEM 137.261719 1712987063.5466
MEM 137.261719 1712987063.6469
MEM 137.261719 1712987063.7472
MEM 137.261719 1712987063.8478
MEM 137.261719 1712987063.9482
MEM 137.261719 1712987064.0484
MEM 137.261719 1712987064.1486
MEM 137.261719 1712987064.2494
MEM 137.261719 1712987064.3496
MEM 137.261719 1712987064.4503
MEM 137.261719 1712987064.5507
MEM 137.261719 1712987064.6509
MEM 137.261719 1712987064.7512
MEM 137.261719 1712987064.8519
MEM 137.261719 1712987064.9523
MEM 137.261719 1712987065.0529
MEM 137.261719 1712987065.1530
MEM 137.261719 1712987065.2536
MEM 137.261719 1712987065.3542
MEM 137.261719 1712987065.4544
MEM 137.261719 1712987065.5545
MEM 137.261719 1712987065.6551
MEM 137.261719 1712987065.7554
MEM 137.261719 1712987065.8558
MEM 137.261719 1712987065.9562
MEM 137.261719 1712987066.0568
MEM 137.261719 1712987066.1571
MEM 137.261719 1712987066.2575
MEM 137.261719 1712987066.3580
MEM 137.261719 1712987066.4584
MEM 137.261719 1712987066.5593
MEM 137.261719 1712987066.6595
MEM 137.261719 1712987066.7599
MEM 137.261719 1712987066.8605
MEM 137.261719 1712987066.9612
MEM 137.261719 1712987067.0617
MEM 137.261719 1712987067.1623
MEM 137.261719 1712987067.2626
MEM 137.261719 1712987067.3632
MEM 137.261719 1712987067.4639
MEM 137.261719 1712987067.5644
MEM 137.261719 1712987067.6647
MEM 137.261719 1712987067.7649
MEM 137.261719 1712987067.8653
MEM 137.261719 1712987067.9657
MEM 137.261719 1712987068.0661
MEM 137.261719 1712987068.1665
MEM 137.261719 1712987068.2670
MEM 137.261719 1712987068.3674
MEM 137.261719 1712987068.4676
MEM 137.261719 1712987068.5678
MEM 137.261719 1712987068.6684
MEM 137.261719 1712987068.7690
MEM 137.261719 1712987068.8694
MEM 137.261719 1712987068.9698
MEM 137.261719 1712987069.0702
MEM 137.261719 1712987069.1709
MEM 137.261719 1712987069.2716
MEM 137.261719 1712987069.3722
MEM 137.261719 1712987069.4728
MEM 137.261719 1712987069.5735
MEM 137.261719 1712987069.6743
MEM 137.261719 1712987069.7747
MEM 137.261719 1712987069.8755
MEM 137.261719 1712987069.9758
MEM 137.261719 1712987070.0762
MEM 137.261719 1712987070.1769
MEM 137.261719 1712987070.2778
MEM 137.261719 1712987070.3782
MEM 137.261719 1712987070.4786
MEM 137.261719 1712987070.5789
MEM 137.261719 1712987070.6791
MEM 137.261719 1712987070.7797
MEM 137.261719 1712987070.8805
MEM 137.261719 1712987070.9813
MEM 137.261719 1712987071.0816
MEM 137.261719 1712987071.1822
MEM 137.261719 1712987071.2826
MEM 137.261719 1712987071.3833
MEM 137.261719 1712987071.4837
MEM 137.261719 1712987071.5847
MEM 137.261719 1712987071.6852
MEM 137.261719 1712987071.7854
MEM 137.261719 1712987071.8857
MEM 137.261719 1712987071.9862
MEM 137.261719 1712987072.0866
MEM 137.261719 1712987072.1872
MEM 137.261719 1712987072.2876
MEM 137.261719 1712987072.3883
MEM 137.261719 1712987072.4888
MEM 137.261719 1712987072.5891
MEM 137.261719 1712987072.6896
MEM 137.261719 1712987072.7899
MEM 137.261719 1712987072.8908
MEM 137.261719 1712987072.9913
MEM 137.261719 1712987073.0918
MEM 137.261719 1712987073.1926
MEM 137.261719 1712987073.2936
MEM 137.261719 1712987073.3942
MEM 137.261719 1712987073.4948
MEM 137.261719 1712987073.5953
MEM 137.261719 1712987073.6961
MEM 137.261719 1712987073.7963
MEM 137.261719 1712987073.8968
MEM 137.261719 1712987073.9973
MEM 137.261719 1712987074.0979
MEM 137.261719 1712987074.1985
MEM 137.261719 1712987074.2991
MEM 137.261719 1712987074.3998
MEM 137.261719 1712987074.5002
MEM 137.261719 1712987074.6008
MEM 137.261719 1712987074.7011
MEM 137.261719 1712987074.8013
MEM 137.261719 1712987074.9018
MEM 137.261719 1712987075.0025
MEM 137.261719 1712987075.1032
MEM 137.261719 1712987075.2039
MEM 137.261719 1712987075.3044
MEM 137.261719 1712987075.4046
MEM 137.261719 1712987075.5052
MEM 137.261719 1712987075.6055
MEM 137.261719 1712987075.7063
MEM 137.261719 1712987075.8071
MEM 137.261719 1712987075.9080
MEM 137.261719 1712987076.0086
MEM 137.261719 1712987076.1093
MEM 137.261719 1712987076.2100
MEM 137.261719 1712987076.3108
MEM 137.261719 1712987076.4116
MEM 137.261719 1712987076.5121
MEM 137.261719 1712987076.6124
MEM 137.261719 1712987076.7130
MEM 137.261719 1712987076.8134
MEM 137.261719 1712987076.9137
MEM 137.261719 1712987077.0139
MEM 137.261719 1712987077.1145
MEM 137.261719 1712987077.2152
MEM 137.261719 1712987077.3154
MEM 137.261719 1712987077.4159
MEM 137.261719 1712987077.5165
MEM 137.261719 1712987077.6170
MEM 137.261719 1712987077.7173
MEM 137.261719 1712987077.8177
MEM 137.261719 1712987077.9181
MEM 137.261719 1712987078.0185
MEM 137.261719 1712987078.1188
MEM 137.261719 1712987078.2190
MEM 137.261719 1712987078.3195
MEM 137.261719 1712987078.4198
MEM 137.261719 1712987078.5203
MEM 137.261719 1712987078.6208
MEM 137.261719 1712987078.7211
MEM 137.261719 1712987078.8214
MEM 137.261719 1712987078.9219
MEM 137.261719 1712987079.0223
MEM 137.261719 1712987079.1226
MEM 137.261719 1712987079.2228
MEM 137.261719 1712987079.3234
MEM 137.261719 1712987079.4238
MEM 137.261719 1712987079.5246
MEM 137.261719 1712987079.6250
MEM 137.261719 1712987079.7257
MEM 137.261719 1712987079.8259
MEM 137.261719 1712987079.9264
MEM 137.261719 1712987080.0268
MEM 137.261719 1712987080.1275
MEM 137.261719 1712987080.2278
MEM 137.261719 1712987080.3283
MEM 137.261719 1712987080.4288
MEM 137.261719 1712987080.5291
MEM 137.261719 1712987080.6295
MEM 137.261719 1712987080.7303
MEM 137.261719 1712987080.8309
MEM 137.261719 1712987080.9313
MEM 137.261719 1712987081.0316
MEM 137.261719 1712987081.1320
MEM 137.261719 1712987081.2324
MEM 137.261719 1712987081.3330
MEM 137.261719 1712987081.4332
MEM 137.261719 1712987081.5335
MEM 137.261719 1712987081.6342
MEM 137.261719 1712987081.7349
MEM 137.261719 1712987081.8354
MEM 137.324219 1712987081.9357
MEM 137.324219 1712987082.0364
MEM 137.324219 1712987082.1371
MEM 137.324219 1712987082.2375
MEM 137.324219 1712987082.3379
MEM 137.324219 1712987082.4383
MEM 137.324219 1712987082.5390
MEM 137.324219 1712987082.6394
MEM 137.324219 1712987082.7398
MEM 137.324219 1712987082.8404
MEM 137.324219 1712987082.9411
MEM 137.324219 1712987083.0413
MEM 137.324219 1712987083.1418
MEM 137.324219 1712987083.2424
MEM 137.324219 1712987083.3429
MEM 137.324219 1712987083.4432
MEM 137.324219 1712987083.5439
MEM 137.324219 1712987083.6445
MEM 137.324219 1712987083.7450
MEM 137.324219 1712987083.8455
MEM 137.324219 1712987083.9461
MEM 137.324219 1712987084.0464
MEM 137.324219 1712987084.1469
MEM 137.324219 1712987084.2475
MEM 137.324219 1712987084.3479
MEM 137.324219 1712987084.4480
MEM 137.324219 1712987084.5482
MEM 137.324219 1712987084.6489
MEM 137.324219 1712987084.7497
MEM 137.324219 1712987084.8498
MEM 137.324219 1712987084.9504
MEM 137.324219 1712987085.0507
MEM 137.324219 1712987085.1511
MEM 137.324219 1712987085.2516
MEM 137.324219 1712987085.3520
MEM 137.324219 1712987085.4526
MEM 137.324219 1712987085.5532
MEM 137.324219 1712987085.6536
MEM 137.324219 1712987085.7544
MEM 137.324219 1712987085.8549
MEM 137.324219 1712987085.9556
MEM 137.324219 1712987086.0560
MEM 137.324219 1712987086.1569
MEM 137.324219 1712987086.2572
MEM 137.324219 1712987086.3577
MEM 137.324219 1712987086.4580
MEM 137.324219 1712987086.5586
MEM 137.324219 1712987086.6590
MEM 137.324219 1712987086.7594
MEM 137.324219 1712987086.8596
MEM 137.324219 1712987086.9604
MEM 137.324219 1712987087.0608
MEM 137.324219 1712987087.1615
MEM 137.324219 1712987087.2621
MEM 137.324219 1712987087.3628
MEM 137.324219 1712987087.4630
MEM 137.324219 1712987087.5635
MEM 137.324219 1712987087.6640
MEM 137.324219 1712987087.7647
MEM 137.324219 1712987087.8650
MEM 137.324219 1712987087.9653
MEM 137.324219 1712987088.0660
MEM 137.324219 1712987088.1666
MEM 137.324219 1712987088.2673
MEM 137.324219 1712987088.3679
MEM 137.324219 1712987088.4683
MEM 137.324219 1712987088.5689
MEM 137.324219 1712987088.6696
MEM 137.324219 1712987088.7704
MEM 137.324219 1712987088.8708
MEM 137.324219 1712987088.9711
MEM 137.324219 1712987089.0717
MEM 137.324219 1712987089.1724
MEM 137.324219 1712987089.2730
MEM 137.324219 1712987089.3735
MEM 137.324219 1712987089.4739
MEM 137.324219 1712987089.5742
MEM 137.324219 1712987089.6751
MEM 137.324219 1712987089.7754
MEM 137.324219 1712987089.8763
MEM 137.324219 1712987089.9766
MEM 137.324219 1712987090.0772
MEM 137.324219 1712987090.1776
MEM 137.324219 1712987090.2780
MEM 137.324219 1712987090.3785
MEM 137.324219 1712987090.4791
MEM 137.324219 1712987090.5793
MEM 137.324219 1712987090.6801
MEM 137.324219 1712987090.7805
MEM 137.324219 1712987090.8809
MEM 137.324219 1712987090.9816
MEM 137.324219 1712987091.0823
MEM 137.324219 1712987091.1827
MEM 137.324219 1712987091.2835
MEM 137.324219 1712987091.3840
MEM 137.324219 1712987091.4846
MEM 137.324219 1712987091.5850
MEM 137.324219 1712987091.6854
MEM 137.324219 1712987091.7861
MEM 137.324219 1712987091.8866
MEM 137.324219 1712987091.9868
MEM 137.324219 1712987092.0875
MEM 137.324219 1712987092.1881
MEM 137.324219 1712987092.2887
MEM 137.324219 1712987092.3895
MEM 137.324219 1712987092.4898
MEM 137.324219 1712987092.5901
MEM 137.324219 1712987092.6906
MEM 137.324219 1712987092.7909
MEM 137.324219 1712987092.8916
MEM 137.324219 1712987092.9921
MEM 137.324219 1712987093.0928
MEM 137.324219 1712987093.1931
MEM 137.324219 1712987093.2934
MEM 137.324219 1712987093.3940
MEM 137.324219 1712987093.4946
MEM 137.324219 1712987093.5955
MEM 137.324219 1712987093.6966
MEM 137.324219 1712987093.7969
MEM 137.324219 1712987093.8973
MEM 137.324219 1712987093.9978
MEM 137.324219 1712987094.0985
MEM 137.324219 1712987094.1993
MEM 137.324219 1712987094.2997
MEM 137.324219 1712987094.4002
MEM 137.324219 1712987094.5008
MEM 137.324219 1712987094.6016
MEM 137.324219 1712987094.7019
MEM 137.324219 1712987094.8024
MEM 137.324219 1712987094.9028
MEM 137.324219 1712987095.0031
MEM 137.324219 1712987095.1035
MEM 137.324219 1712987095.2041
MEM 137.324219 1712987095.3043
MEM 137.324219 1712987095.4048
MEM 137.324219 1712987095.5055
MEM 137.324219 1712987095.6058
MEM 137.324219 1712987095.7063
MEM 137.324219 1712987095.8067
MEM 137.324219 1712987095.9074
MEM 137.324219 1712987096.0078
MEM 137.324219 1712987096.1084
MEM 137.324219 1712987096.2086
MEM 137.324219 1712987096.3090
MEM 137.324219 1712987096.4092
MEM 137.324219 1712987096.5096
MEM 137.324219 1712987096.6103
MEM 137.324219 1712987096.7108
MEM 137.324219 1712987096.8114
MEM 137.324219 1712987096.9118
MEM 137.324219 1712987097.0125
MEM 137.324219 1712987097.1130
MEM 137.324219 1712987097.2134
MEM 137.324219 1712987097.3141
MEM 137.324219 1712987097.4144
MEM 137.324219 1712987097.5154
MEM 137.324219 1712987097.6160
MEM 137.324219 1712987097.7163
MEM 137.324219 1712987097.8167
MEM 137.324219 1712987097.9172
MEM 137.324219 1712987098.0175
MEM 137.324219 1712987098.1182
MEM 137.324219 1712987098.2187
MEM 137.324219 1712987098.3192
MEM 137.324219 1712987098.4201
MEM 137.324219 1712987098.5208
MEM 137.324219 1712987098.6212
MEM 137.324219 1712987098.7219
MEM 137.324219 1712987098.8224
MEM 137.324219 1712987098.9228
MEM 137.324219 1712987099.0234
MEM 137.324219 1712987099.1243
MEM 137.324219 1712987099.2245
MEM 137.324219 1712987099.3251
MEM 137.324219 1712987099.4255
MEM 137.324219 1712987099.5262
MEM 137.324219 1712987099.6269
MEM 137.324219 1712987099.7274
MEM 137.324219 1712987099.8280
MEM 137.324219 1712987099.9283
MEM 137.324219 1712987100.0287
MEM 137.324219 1712987100.1296
MEM 137.324219 1712987100.2302
MEM 137.324219 1712987100.3307
MEM 137.324219 1712987100.4312
MEM 137.324219 1712987100.5319
MEM 137.324219 1712987100.6324
MEM 137.324219 1712987100.7330
MEM 137.324219 1712987100.8337
MEM 137.324219 1712987100.9343
MEM 137.324219 1712987101.0349
MEM 137.324219 1712987101.1351
MEM 137.324219 1712987101.2354
MEM 137.324219 1712987101.3358
MEM 137.324219 1712987101.4363
MEM 137.324219 1712987101.5370
MEM 137.324219 1712987101.6377
MEM 137.324219 1712987101.7382
MEM 137.324219 1712987101.8388
MEM 137.324219 1712987101.9394
MEM 137.324219 1712987102.0403
MEM 137.324219 1712987102.1409
MEM 137.324219 1712987102.2415
MEM 137.324219 1712987102.3420
MEM 137.324219 1712987102.4425
MEM 137.324219 1712987102.5429
MEM 137.324219 1712987102.6436
MEM 137.324219 1712987102.7440
MEM 137.324219 1712987102.8444
MEM 137.324219 1712987102.9452
MEM 137.324219 1712987103.0459
MEM 137.324219 1712987103.1465
MEM 137.324219 1712987103.2468
MEM 137.324219 1712987103.3473
MEM 137.324219 1712987103.4477
MEM 137.324219 1712987103.5484
MEM 137.324219 1712987103.6490
MEM 137.324219 1712987103.7494
MEM 137.324219 1712987103.8497
MEM 137.324219 1712987103.9500
MEM 137.324219 1712987104.0506
MEM 137.324219 1712987104.1512
MEM 137.324219 1712987104.2518
MEM 137.324219 1712987104.3525
MEM 137.324219 1712987104.4533
MEM 137.324219 1712987104.5541
MEM 137.324219 1712987104.6544
MEM 137.324219 1712987104.7549
MEM 137.324219 1712987104.8553
MEM 137.324219 1712987104.9559
MEM 137.324219 1712987105.0565
MEM 137.324219 1712987105.1569
MEM 137.324219 1712987105.2574
MEM 137.324219 1712987105.3581
MEM 137.324219 1712987105.4583
MEM 137.324219 1712987105.5585
MEM 137.324219 1712987105.6590
MEM 137.324219 1712987105.7599
MEM 137.324219 1712987105.8608
MEM 137.324219 1712987105.9611
MEM 137.324219 1712987106.0615
MEM 137.324219 1712987106.1622
MEM 137.324219 1712987106.2625
MEM 137.324219 1712987106.3630
MEM 137.324219 1712987106.4637
MEM 137.324219 1712987106.5642
MEM 137.324219 1712987106.6646
MEM 137.324219 1712987106.7651
MEM 137.324219 1712987106.8659
MEM 137.324219 1712987106.9663
MEM 137.324219 1712987107.0668
MEM 137.324219 1712987107.1673
MEM 137.324219 1712987107.2676
MEM 137.324219 1712987107.3679
MEM 137.324219 1712987107.4684
MEM 137.324219 1712987107.5688
MEM 137.324219 1712987107.6695
MEM 137.324219 1712987107.7702
MEM 137.324219 1712987107.8706
MEM 137.324219 1712987107.9714
MEM 137.324219 1712987108.0718
MEM 137.324219 1712987108.1725
MEM 137.324219 1712987108.2730
MEM 137.324219 1712987108.3735
MEM 137.324219 1712987108.4741
MEM 137.324219 1712987108.5745
MEM 137.324219 1712987108.6751
MEM 137.324219 1712987108.7755
MEM 137.324219 1712987108.8761
MEM 137.324219 1712987108.9766
MEM 137.324219 1712987109.0773
MEM 137.324219 1712987109.1780
MEM 137.324219 1712987109.2784
MEM 137.324219 1712987109.3789
MEM 137.324219 1712987109.4797
MEM 137.324219 1712987109.5802
MEM 137.324219 1712987109.6810
MEM 137.324219 1712987109.7815
MEM 137.324219 1712987109.8819
MEM 137.324219 1712987109.9826
MEM 137.324219 1712987110.0830
MEM 137.324219 1712987110.1837
MEM 137.324219 1712987110.2840
MEM 137.324219 1712987110.3844
MEM 137.324219 1712987110.4850
MEM 137.324219 1712987110.5857
MEM 137.324219 1712987110.6859
MEM 137.324219 1712987110.7862
MEM 137.324219 1712987110.8870
MEM 137.324219 1712987110.9876
MEM 137.324219 1712987111.0878
MEM 137.324219 1712987111.1886
MEM 137.324219 1712987111.2892
MEM 137.324219 1712987111.3897
MEM 137.324219 1712987111.4898
MEM 137.324219 1712987111.5904
MEM 137.324219 1712987111.6909
MEM 137.324219 1712987111.7917
MEM 137.324219 1712987111.8924
MEM 137.324219 1712987111.9930
MEM 137.324219 1712987112.0936
MEM 137.324219 1712987112.1939
MEM 137.324219 1712987112.2945
MEM 137.324219 1712987112.3952
MEM 137.386719 1712987112.4957
MEM 137.386719 1712987112.5960
MEM 137.386719 1712987112.6968
MEM 137.386719 1712987112.7975
MEM 137.386719 1712987112.8981
MEM 137.386719 1712987112.9986
MEM 137.386719 1712987113.0993
MEM 137.386719 1712987113.1997
MEM 137.386719 1712987113.3007
MEM 137.386719 1712987113.4011
MEM 137.386719 1712987113.5015
MEM 137.386719 1712987113.6018
MEM 137.386719 1712987113.7022
MEM 137.386719 1712987113.8029
MEM 137.386719 1712987113.9034
MEM 137.386719 1712987114.0039
MEM 137.386719 1712987114.1049
MEM 137.386719 1712987114.2055
MEM 137.386719 1712987114.3060
MEM 137.386719 1712987114.4065
MEM 137.386719 1712987114.5069
MEM 137.386719 1712987114.6074
MEM 137.386719 1712987114.7077
MEM 137.386719 1712987114.8081
MEM 137.386719 1712987114.9090
MEM 137.386719 1712987115.0095
MEM 137.386719 1712987115.1098
MEM 137.386719 1712987115.2103
MEM 137.386719 1712987115.3106
MEM 137.386719 1712987115.4110
MEM 137.386719 1712987115.5115
MEM 137.386719 1712987115.6122
MEM 137.386719 1712987115.7130
MEM 137.386719 1712987115.8136
MEM 137.386719 1712987115.9140
MEM 137.386719 1712987116.0145
MEM 137.386719 1712987116.1148
MEM 137.386719 1712987116.2152
MEM 137.386719 1712987116.3156
MEM 137.386719 1712987116.4162
MEM 137.386719 1712987116.5166
MEM 137.386719 1712987116.6169
MEM 137.386719 1712987116.7178
MEM 137.386719 1712987116.8185
MEM 137.386719 1712987116.9191
MEM 137.386719 1712987117.0197
MEM 137.386719 1712987117.1205
MEM 137.386719 1712987117.2211
MEM 137.386719 1712987117.3215
MEM 137.386719 1712987117.4220
MEM 137.386719 1712987117.5223
MEM 137.386719 1712987117.6228
MEM 137.386719 1712987117.7235
MEM 137.386719 1712987117.8242
MEM 137.386719 1712987117.9246
MEM 137.386719 1712987118.0253
MEM 137.386719 1712987118.1258
MEM 137.386719 1712987118.2265
MEM 137.386719 1712987118.3269
MEM 137.386719 1712987118.4275
MEM 137.386719 1712987118.5280
MEM 137.386719 1712987118.6284
MEM 137.386719 1712987118.7291
MEM 137.386719 1712987118.8297
MEM 137.386719 1712987118.9301
MEM 137.386719 1712987119.0309
MEM 137.386719 1712987119.1319
MEM 137.386719 1712987119.2324
MEM 137.386719 1712987119.3331
MEM 137.386719 1712987119.4334
MEM 137.386719 1712987119.5338
MEM 137.386719 1712987119.6340
MEM 137.386719 1712987119.7346
MEM 137.386719 1712987119.8353
MEM 137.386719 1712987119.9357
MEM 137.386719 1712987120.0364
MEM 137.386719 1712987120.1367
MEM 137.386719 1712987120.2372
MEM 137.386719 1712987120.3378
MEM 137.386719 1712987120.4382
MEM 137.386719 1712987120.5386
MEM 137.386719 1712987120.6390
MEM 137.386719 1712987120.7393
MEM 137.386719 1712987120.8400
MEM 137.386719 1712987120.9402
MEM 137.386719 1712987121.0406
MEM 137.386719 1712987121.1414
MEM 137.386719 1712987121.2420
MEM 137.386719 1712987121.3426
MEM 137.386719 1712987121.4434
MEM 137.386719 1712987121.5439
MEM 137.386719 1712987121.6445
MEM 137.386719 1712987121.7451
MEM 137.386719 1712987121.8456
MEM 137.386719 1712987121.9460
MEM 137.386719 1712987122.0469
MEM 137.386719 1712987122.1475
MEM 137.386719 1712987122.2479
MEM 137.386719 1712987122.3487
MEM 137.386719 1712987122.4494
MEM 137.386719 1712987122.5503
MEM 137.386719 1712987122.6506
MEM 137.386719 1712987122.7510
MEM 137.386719 1712987122.8513
MEM 137.386719 1712987122.9517
MEM 137.386719 1712987123.0523
MEM 137.386719 1712987123.1528
MEM 137.386719 1712987123.2531
MEM 137.386719 1712987123.3537
MEM 137.386719 1712987123.4543
MEM 137.386719 1712987123.5554
MEM 137.386719 1712987123.6559
MEM 137.386719 1712987123.7565
MEM 137.386719 1712987123.8569
MEM 137.386719 1712987123.9576
MEM 137.386719 1712987124.0583
MEM 137.386719 1712987124.1587
MEM 137.386719 1712987124.2594
MEM 137.386719 1712987124.3597
MEM 137.386719 1712987124.4604
MEM 137.386719 1712987124.5607
MEM 137.386719 1712987124.6615
MEM 137.386719 1712987124.7621
MEM 137.386719 1712987124.8628
MEM 137.386719 1712987124.9634
